id,title,year,rating
284495,Jai Santoshi Maa,1975,5
988228,Holy Cow,2022,4
801049,Jogira Sara Ra Ra,2023,0
117099,Bardaasht,2004,5.5
503925,Woh,2004,0
1211323,Anari is backk,2023,0
609729,Rani and Lalpari,1975,10
1079170,Operation Fryday,2023,2
307856,Jwar Bhata,1944,0
256863,Chhota Bheem Aur Hanuman,2013,6.2
125292,Roti Kapada Aur Makaan,1974,7.5
413771,You Are My Sunday,2016,7
311496,Jai Vikraanta,1995,7.5
79432,Yeh Dooriyan,2011,5.7
586776,The Sholay Girl,2019,7
463320,Katputtli,2006,4.3
612806,Heer Ranjha,1992,10
798303,Bawri Chhori,2021,4
714931,Charas: A Joint Effort,2004,6
192736,Rise of the Zombie,2013,3.9
806327,Donkey,2020,0
706915,Main Zaroor Aaunga,2019,1
277615,Mehbooba,2008,4.5
681001,Junction Varanasi,2019,0
166871,Saajan Chale Sasural,1996,6.5
67973,Phoonk 2,2010,5.5
725381,Maa,1952,0
331571,Tyagi,1992,4
19667,Chamku,2008,4.3
502702,Kuldip Patwal: I Didn't Do It!,2018,4
499966,Ballavpur Ki Roopkatha,2017,6.5
20292,Jashnn: The Music Within,2009,7.5
853342,Captain India,,0
407818,Chingari,1971,0
276230,Rafoo Chakkar,1975,4
524329,Yugpurush,1998,10
272668,Salaakhen,1975,6.7
180617,Hamrahi,1963,5.3
315161,Kala Pani,1958,5.5
659672,Sab Kushal Mangal,2020,0
331570,Phool Bane Angaray,1991,10
325815,Kismet,1943,5.5
109454,Kash Aap Hamare Hote,2003,0
344956,Love in Tokyo,1966,3.5
82193,Saaheb,1985,7
238134,The Victor,1982,10
517180,Counterfeit Kunkoo,2018,7.2
410306,Aya Sawan Jhoom Ke,1969,5
452334,Mirza Juuliet,2017,5
296884,Pyaar Karke Dekho,1987,10
1142313,Veeram,2023,3
719918,Hum Bhi Akele Tum Bhi Akele,2020,6
649176,Aag Se Khelenge,1989,10
488353,Mantostaan,2017,6
528021,Zalzala,1988,0
313430,Aggar,2007,4.7
451316,Laali Ki Shaadi Mein Laaddoo Deewana,2017,0
418652,Gaban,1966,10
317866,Mastana,1970,0
309089,Aman,1967,0
614385,Chhota Bheem Aur Krishna,2008,6.8
588062,Wanted: Dead or Alive,1984,0
162066,Muskurahat,1992,8.5
304303,Lucky Kabootar,2014,0
325733,Kali Ghata,1980,0
146096,Lahu Ke Do Rang,1979,5.1
321963,Nazrana,1987,10
1093971,Sri,2024,0
227338,War Chod Na Yaar,2013,7.5
986957,Titu Ambani,2022,6
447165,Awaaz,1984,6
301059,Aasha,1957,0
197490,Phir Kabhi,2009,6
646455,Bebaak,2019,8
302925,Sau Crore,1991,1
753637,Laali,2021,2
168121,Sons of Ram,2012,4
269758,Ladies Tailor,2006,1
587126,Jhoota Kahin Ka,1979,5
322345,Kaun Sachcha Kaun Jhootha,1997,10
743571,Zakhmi Naagin,2004,0
216116,Shaadi No. 1,2005,4.9
741397,Harami,2021,10
471364,Patel Ki Punjabi Shaadi,2017,6.7
1062923,Blood Brothers,2007,0
338138,Nache Nagin Gali Gali,1989,4
223255,Ajab Gazabb Love,2012,5.5
106596,Ek Chadar Maili Si,1986,7.5
813737,The Cage of life,2020,0
718739,RK/RKAY,2021,5
532913,Bhoot Bhaijaan,2018,10
515410,Shaadi Teri Bajayenge Hum Band,2018,6
495825,Beta Ho To Aisa,1994,0
854461,Shuruaat Ka Twist,2019,0
463608,Ek Haseena Thi Ek Deewana Tha,2017,5
647873,Tulsi: Mathrudevobhava,2008,7
424491,Soch,2002,0
337846,Kaccha Limboo,2011,7.3
363701,Journey,2014,6
306377,Ek Tha Raja,1996,7.5
1034231,Chakki,2022,0
727864,Nympho: The Lust Story,2020,1
416578,Love Day,2016,6
1021634,"Max, Min and Meowzaki",2022,0
969342,Kiss,2022,0
614180,Biwi No. 1,,0
603518,Kismat,1968,0
1207844,How India Stole and Killed Cricket,2023,0
400372,Daera,1953,5
306357,Paying Guest,1957,7
1092606,#MUTE,2023,0
840828,Mehbooba,,10
307322,Baharon Ke Sapne,1967,0
287901,Koshish,1972,7
381840,Godam,1983,7.3
23799,Current,1992,6.3
21606,Daddy Cool: Join the Fun,2009,2
501976,Sachai Ki Taqat,1989,3
474252,Teesri Aankh: The Hidden Camera,2006,4.2
312674,Hello Hum Lallan Bol Rahe Hain,2010,7
954974,The Protector,2022,0
766900,Fukrey Boyzzz: Space Mein Fukrapanti,2020,0
161450,Ikke Pe Ikka,1994,2.5
1205430,Zoya,2023,0
363189,Daas Dev,2018,3
1032045,Woh 3 Din,2022,0
1112426,Stree 2,2024,0
434034,Kis Kis Ki Kismat,2004,10
395429,Ek-Hi-Rasta,1956,0
644835,Marne Bhi Do Yaaron,2019,0
647531,Yuhi Kabhi,1994,0
418648,Musafir,1957,0
413892,Charas,1976,4
304137,Pratibandh,1990,5
498918,Phir Se,2018,6
354945,Udhaar Ki Zindagi,1994,9
278125,That Day After Everyday,2013,8
1215938,Crakk - Jeetegaa Toh Jiyegaa!,2024,0
644676,The Naxalites,1980,0
340771,Mulzim,1988,0
304180,Aasha,1980,4
753522,Unfair & Lovely,2022,0
307823,Do Ustad,1959,4
714147,Shatranj,1969,0
412648,Kohraa,1964,3
339796,Mad About Dance,2014,4.5
307814,Tapasya,1976,0
603542,Panaah,1992,0
464443,Ram Bharose,1977,0
306423,Kudrat,1981,6
112053,Uski Roti,1970,6.3
77863,Sahi Dhandhe Galat Bande,2011,4
679041,The Winds - Hawayein,2020,0
580082,Rogan Josh,2018,3.3
518972,Chhota Bheem & Krishna: Pataliputra- City of the Dead,2009,10
274002,Dosh,2007,0
496372,Dil Jo Na Keh Saka,2017,0
480459,Amavas Ki Raat,1990,0
300924,Shaque,1976,9
362812,Chaahat Ek Nasha...,2005,4
306171,Mere Huzoor,1968,3
115958,Laila: A Mystery,2005,0
581041,Rootha Na Karo,1970,0
387096,Mahek,2007,0
305848,Paapi - Ek Satya Katha,2013,0
300917,Char Diwari,1961,0
277568,Three Lights & Four Streets,1953,0
923165,Galiyon Ka Badshah,1989,0
819772,Jawab Hum Denge,1987,0
507292,Jyoti,1981,0
480644,Insaan Bana Shaitan,1992,0
640982,Khamoshh... Khauff Ki Raat,2005,10
82207,Ab Ayega Mazaa,1984,7.3
1202473,Pehli Jhalak,1955,0
919820,Sikandar Sadak Ka,1999,10
442880,Qatil Chandalini,1998,0
1166551,Singhasan,1986,0
563011,Prem Shastra,1974,3
562668,Younger Sister,1959,4
440582,Phoolon Ki Sej,1964,0
321936,Taqdeer,1983,10
238531,Mother Of 1084,1998,7.7
467485,Alif,2017,6
462063,G Kutta Se,2017,5.5
37729,Bumm Bumm Bole,2010,7.2
316686,Hote Hote Pyar Hogaya,1999,6.5
161043,Gulabi Gang,2012,7.5
496553,Kafan,1990,0
339238,Tum Ho Yaara,2014,2
46382,Dillagi,1978,5
610417,Adhikar,1986,0
480656,Khoon Ki Pyasi,1996,0
382613,Cinema Cinema,1979,0
304121,Paap Ka Ant,1989,3
728187,Mee Raqsam,2020,4
714220,Shahenshah,1953,0
347839,Mehbooba,1976,0
226092,Jaane Hoga Kya,2006,0
170858,Daag,1952,6
833103,Hum Intezaar Karenge,1989,10
1106479,Tiger vs. Pathaan,,0
647585,Raja Ko Rani Se Pyar Ho Gaya,2000,0
529630,Ek Jaan Hain Hum,1983,4.5
460848,Chutney,2016,6.8
442706,Mahal,1969,0
415403,Gehrayee,1980,6.6
304300,Lakhon Ki Baat,1984,10
185555,The Falcon,1953,5
41911,Sirf,2008,0
170854,Tukaram,2012,7.3
1199505,Hello Daddu,2023,0
822197,Keep Punching,2020,5
972675,Chitrakut,2022,0
482233,Hum Se Na Takrana,1990,0
473042,Jimmy,2008,0
1007695,On Either Sides of the Pond,2022,0
597048,Phhir,2011,2
402834,Dial 100,1982,0
1079863,Maamu Tension Nai Leneka,2007,0
306414,Janta Hawaldar,1979,5
1030221,Opium,2022,0
614181,Shaadi No. 1,,0
587121,22 Yards,2019,10
538959,Rain: The Terror Within...,2005,0
528368,Karishma Kudrat Kaa,1985,7.5
307502,Bhai-Bhai,1956,0
301662,Patthar Aur Payal,1974,0
115612,Manzil Manzil,1984,3.9
1146140,Chhipkali,2023,0
701065,Mohre,1987,4.5
482189,The Tinkling of Anklets,1981,0
260649,The Man's Woman and Other Stories,2009,7.7
401709,Avam,1987,0
853331,Mirror,2020,0
712457,Hum Tum Aur Woh,1971,0
617831,Sitara,1980,0
304113,Deewana Tere Naam Ka,1987,0
853592,Trapped,2020,0
464591,Keemat,1973,0
460966,Boichek,2017,7
306365,Pooja Ke Phool,1964,0
281730,Fugly,2014,5.4
161439,Ashaant,1993,1
590797,My Love,1970,0
477116,Kabrastan,1988,3
472474,Muskurahatein,2017,5
813474,Chaalbaaz In London,,0
603548,Salaami,1994,0
558571,Hiraasat,1987,4
412829,Yeh Raat Phir Na Aaygi,1966,8
312609,Marte Dam Tak,1987,7.7
569669,Mitti Aur Sona,1989,3
537571,Tahqiqaat,1993,0
454994,3 Nights 4 Days,2009,5
619091,Izzat,1991,3
557186,Do Phool,1973,6
374971,Love Exchange,2015,0
684806,Bunker,2020,8
408461,Sheen,2004,0
1198380,Everybody Loves Sohrab Handa,2023,0
1142921,Tere Ishk Mein,,0
581634,Dosti Ke Side Effects,2019,0
304310,Mahananda,1987,0
496380,Khooni Raat,1991,0
281011,Blackmail,2005,5.1
170863,Des Pardes,1978,0
139067,Topless,2005,9
591943,Resham Ki Dori,1974,6
1112692,Kanwar,2023,0
413278,Apradhi Kaun?,1957,8
406213,Gullu Dada Thiree,2012,6
452968,Rajdarshan,2017,7.5
981771,Ziddi,1948,0
994826,Dulhan,1974,0
633540,Awara Baap,1985,0
576957,Tohfa Mohabbat Ka,1988,0
274532,Tirchhi Topiwale,1998,6
128161,Peddlers,2012,0
107259,Sautela Pati,1985,0
142996,Humayun,1945,3
413161,Jaal,1967,8
307621,Son of India,1962,6
1209723,Prem Ki Shaadi,2024,0
1073117,Shubh Nikah,2023,0
728405,Rosie: The Saffron Chapter,,0
666353,Gul Makai,2020,0
483670,Redrum,2018,7
82194,Mere Sanam,1965,0
1166986,Sharara,1984,0
496356,Tantrik Shakti,2003,0
472874,Ek Anari Do Khiladi,1996,0
486382,Prateeksha,2006,6
561292,Jack & Dil,2018,0
482203,Ghutan,2007,0
715829,Hatya: The Murder,2004,10
273579,Pyaar Diwana Hota Hai,2002,6.6
629104,Aadhaar,2021,0
525170,Jan Pahchan,1950,7
447587,Bumbai Bird,2017,0
1086512,Angithee 2,2023,0
662698,Meri Zindagi Ek Agneepath,1998,0
591939,Paappi Devataa,1995,10
510404,Dil Juunglee,2018,7
642568,Kanpuriye,2019,0
580794,RX Suri,2015,0
161208,Saawan... The Love Season,2006,6.2
401765,Bhai Thakur,2000,0
307889,Ek Saal,1957,5
685112,Salma Pe Dil Aa Gaya,1997,0
641286,P Se Pyaar F Se Faraar,2019,10
1182714,Juliet 2,2023,0
519443,Dushman Zamana,1992,2
325889,Garam Masala,1972,0
319953,Jalte Badan,1973,0
727485,Nawab,2020,4
421703,Yugandhar,1993,0
464587,Dil Aur Deewaar,1978,0
847071,Daku Aur Mahatma,1977,0
743126,Captive,2020,0
911607,Lagan,1971,0
402083,Sautela Bhai,1962,0
532158,Pathar Ke Insan,1990,10
307499,Ashiana,1952,0
276853,Phir Tauba Tauba,2008,0
83595,The Test,1960,6
754762,Big Boss,1957,0
108384,Shandaar,1974,0
998207,Umeed,1989,0
411499,Badhti Ka Naam Dadhi,1974,0
1157370,Sameera,1981,0
581050,Uran Khatola,1955,0
579001,Who?,2005,8.8
307774,Aawaz,1956,0
1203975,Naina,2023,10
911638,Anpadh,1978,0
311383,Janam Janam,1988,0
1195453,Thokar,1953,0
1146132,Shanaya - An Unsolved Mystery,2023,0
542177,Dost,1989,0
304162,Aaya Toofan,1964,0
399014,The Jungle Book: The Legend of the Giant Claw,2016,0
938676,Aalaap,2012,0
423449,Shor Se Shuruaat,2016,5
232724,Return of Jewel Thief,1996,10
1069657,Superman,,0
783885,Meraa Ghar Mere Bacche,1985,0
540929,Dillagi,1966,0
1040595,Punishment,1972,0
574332,My Sister,1944,0
439341,The Karma Killings,2016,6.7
307937,Kaanch Ki Deewar,1986,10
295615,Balwinder Singh Famous Ho Gaya,2014,0
96997,4 Times Lucky,2011,0
994835,Libaas,1988,0
339325,Chauranga,2016,6.3
322242,Noorjehan,1967,0
257391,Mahal,1949,5.5
840530,Mr. Sampat,1952,0
743234,Jay Vejay,1977,0
630725,Dholak,1951,0
591598,Bharosa,1963,0
514962,Kanyadaan,1968,0
304670,Ustadon Ke Ustad,1963,0
1100989,Paththar,1985,0
1092664,Aagaman,1982,0
819824,Paisa Yeh Paisa,1985,0
769899,Jeevan Naiya,1936,4
697975,Mehrban,1967,0
509879,Daasi,1981,0
505777,Union Leader,2017,7.1
437758,Coffee with D,2017,5.1
969783,Gopinath,1948,0
623560,Kathputli,1971,7
491478,Three and a Half,2018,3.3
405957,Family Pack,2011,5
496582,Maut Ki Haveli,2001,0
654801,Bombay Ka Chor,1962,10
420494,Basant,1942,6
352395,Naunihal,1967,9
988049,Mil Gayee Manzil Mujhe,1989,10
912384,Hafta Bandh,1991,1
586183,Bansi Birju,1972,6
418657,Ek Kunwari Ek Kunwara,1973,10
258697,Sansar,1987,6
128631,Dalaal,1993,10
272532,Jaane Jigar,1998,10
302254,Raksha,1982,0
1068182,Purvanchal Diaries,2021,0
276129,Bollywood Evil Dead,2008,2
21232,Kal Kissne Dekha,2009,4.8
860409,Happy Birthday Mummyji,2021,0
858605,Rimi,2021,0
849460,The Successful Loosers,2021,0
307541,House No. 44,1955,0
53120,The Film Emotional Atyachar,2010,7
665776,Ashes to Idols,2021,0
618990,Aag Ke Sholay,1988,0
486471,Love and Shukla,2017,7.8
740221,Captain Vidyut,2020,0
611470,Pocket Gangsters,2015,0
592418,Chooriyan,2015,0
518954,Devata,1978,6
1184847,I Killed Bapu,2023,0
821902,Siyavar Ram,2020,0
642507,Mahan Karz,1989,0
876422,Khazanchi,1958,0
853611,Sur Taal,2020,0
737805,Samskara,,0
969781,Amar Prem,1948,0
736938,Special mutton curry,2020,0
343111,Aage Ki Soch,1988,2.8
407312,Shikari,2000,4.5
852975,Chhota Bheem: Journey to Petra,2011,0
724174,Railway Platform,1955,0
714874,Purush,2020,0
307690,The Nest,1977,6.5
702882,Court Martial,2020,0
338161,Paap Ko Jalaa Kar Raakh Kar Doonga,1988,0
630422,Aaj Ka M.L.A. Ram Avtar,1984,4
581928,Parking Closed,2019,0
1192869,Nirahua Hindustani 3,2018,0
819765,Himmat Aur Mehanat,1987,3
782000,Tell Me,2018,0
1139001,Pawan Raja,2017,0
790479,Jugnu,1947,0
615945,Have You Met You,2017,0
480619,Love at first sight,2008,0
307328,Darpan,1969,0
306336,Aaj Ki Awaz,1984,0
964390,Sheesh Mahal,1950,0
943514,Gopi Bhina,2017,0
919608,Kaali Topi Lal Rumaal,2000,0
589201,Bewajah,2017,0
276005,Purnima,1965,0
904789,Badla,1974,0
712534,Ganvesh,2015,0
647501,Anmol,1993,0
557858,Unees-Bees,1980,0
469322,Ravi,2015,0
464018,Geetaa Mera Naam,1974,0
441515,Bombay Talkies,2014,0
324344,Karar: The Deal,2014,0
309689,Bombay 405 Miles,1980,0
101154,Berozgaar,2010,6.5
83318,I Am Singh,2011,0
278203,Kuttipattalam,2011,0
117657,Bumboo,2012,0
560702,Kadakh,2019,5.6
1203100,Darasingh,1964,0
1165004,Delhi Durbar,1956,0
1164177,Nirdosh,1950,0
1004113,Johnny Walker,1957,0
969791,Valmiki,1946,0
936194,Naata,1955,0
931188,Char Paise,1955,0
900356,Shirin Farhad,1956,0
821786,Banana Brothers,2003,0
787069,Chitralekha,1941,0
744478,Shokhiyan,1951,0
715266,Basant,1960,0
683185,Oonch Neech Beech,1989,0
500066,Darinda,2005,0
420829,Vachan,1955,0
402207,Bond,1956,0
308089,Jahan Pyar Miley,1969,0
306359,Chhote Nawab,1961,0
306358,Phagun,1958,0
304256,Kinare Kinare,1963,0
304062,24 Ghante,1958,0
300916,Samrat Chandragupt,1958,0
168155,Beti Bete,1964,0
1171154,Baap,,0
1166865,Shabbash Daddy,1979,0
1137703,Beach,,0
1099988,Badi Bahen,1993,0
1095856,Pachhattar Ka Chhora,,0
1093482,Section 84,,0
1072693,Phir Aayi Hasseen Dillruba,,0
994287,Sarfarosh,1985,0
991196,Do Jhoot,1975,0
957328,Swatantra Veer Savarkar,,0
945396,Bedhadak,,0
911771,The Marriage of Tulsi,1971,0
833800,Agar... If,1977,0
794098,Pita,1991,0
769597,Ustadi Ustad Se,1982,0
742911,Arjun Pandit,1976,0
737433,Bole Chudiyan,,0
690480,Little Baby,,0
673369,Muqaddar,1978,0
587432,Naya Daur,1975,0
557187,Do Matwale,1991,0
553113,Kuch Khoyi Khoyi Baatein,,0
509698,Bachpan,1970,0
499241,Karm Yodha,1992,0
463318,Jawaani,1984,0
410241,Bin Phere Hum Tere,1979,0
309147,Jiyo To Aise Jiyo,1981,0
306076,Haisiyat,1984,0
304676,Veeru Dada,1990,0
273111,The Light of the World,1931,0
82678,Cycle Kick,2011,7
215335,Raja Ki Ayegi Baraat,1997,6
671626,Ouch,2016,4.8
300717,Aakraman,1975,4
487392,Dhoop,2003,4
609244,Anu Menon: Wonder Menon,2019,6
1209220,Two Zero One Four,2024,0
1045194,Lights! Camera! Murder!,2021,8
158397,?: A Question Mark,2012,5.4
468255,Raag Desh,2017,7.7
1187058,Munjhya,2024,0
307609,Prince,1969,5
571273,Ishqeria,2018,5.3
97335,Bullet,1976,4
943443,Ribbons for Peace,1998,0
81267,Corrode,2011,0
318560,Do Ankhen Barah Hath,1997,0
213183,Talash,1969,0
128567,Jaadugar,1989,3.8
66649,Teen Thay Bhai,2011,3.7
79407,Loot,2011,4.8
787538,Maarrich,2022,10
879568,The Desire: A Journey of a Woman,2011,0
509516,Khushiyaan,2011,7.5
456558,Dear Maya,2017,6.5
1117948,Money Back Guarantee,2014,0
955664,Jaspreet Singh: Koi Load Nahi,2022,5.7
627964,Apne Dam Par,1996,0
1083590,Auron Mein Kahan Dum Tha,2024,0
183586,Katha,1983,6
547026,FryDay,2018,6.5
128772,Siddheshwari,1990,5.8
580371,Hotel Milan,2018,2
304569,Deewaangee,1976,0
682893,Moksh To Maya,2019,5
539009,Teesra Kaun?,1994,7.5
484914,Ram Ratan,2017,6
312007,Hum Do Hamare Do,1984,0
305339,Raavan,1984,0
896590,Amba,1990,0
634134,Chupp,1997,5.7
143953,The Light of Asia,1925,6.3
580640,2016 the End,2017,7.5
170645,Hera Pheri,1976,5.9
786561,Aasmaan Se Gira,1992,0
539942,Tikli and Laxmi Bomb,2017,8.4
1010385,Siya,2022,6.5
241156,Kudrat Ka Kanoon,1987,10
65951,Kucch Luv Jaisaa,2011,4.9
325555,Loafer,1996,4.3
270567,Children of War,2014,4.7
306134,Ayee Milan Ki Bela,1964,6
451007,Blue Mountains,2017,4.3
159630,Holi,1984,5.8
618996,Salaakhen,1998,6
306148,Dil Ne Pukara,1967,7
301087,Woh Tera Naam Tha,2003,7.5
244320,Chor Chor Super Chor,2013,8
272222,Kudiyon Ka hai Zamaana,2006,0
173720,Junoon,1978,5.2
750494,Lata,2020,5.2
308304,Sachaai,1969,0
345986,Johar Mehmood in Hong Kong,1971,9
264186,Dekh Tamasha Dekh,2014,6.3
496038,Chhuri,2017,6
552097,Naukri,1978,5
509702,Ujala Hi Ujala,1974,0
568215,Meri Lalkaar,1990,0
988988,Judaa Hoke Bhi,2022,7
633223,Shubh Kaamna,1983,0
912013,Rakta Bandhan,1984,0
860526,Gunahon Ka Faisla,1988,0
806516,1232 KMs,2021,8.8
209927,Saaz,1997,1
154027,Future to Bright Hai Ji,2012,7
88867,Ru-Ba-Ru: For Now & Forever,2008,6.5
1073074,Mystery of Tattoo,2023,0
408817,Barefoot to Goa,2015,5
302705,Aaj Ka Goonda Raaj,1992,2.5
20299,Go,2007,7
356773,Miss Tanakpur Haazir Ho,2015,6
636952,Waaris,1988,10
25020,Chori Chori,2003,6.3
1063371,Nocturnal Burger,2023,0
424248,Death of Kamla,1989,8
96158,Chala Murari Hero Banne,1977,0
1184551,Berlin,2023,0
604062,Azaad Desh Ke Gulam,1990,7
324971,Khud-Daar,1982,7
859670,12x12 Untitled,2021,0
535372,Angrezi Mein Kehte Hain,2018,5.9
302939,Eena Meena Deeka,1994,6.5
1208588,Kadhale Kadhale,2024,0
349178,Say Yes to Love,2012,0
326226,AK 47,2004,5
866301,Stand-Up Shorts,2021,5
361911,Yaara Silly Silly,2015,6
196312,Hum Hai Raahi CAR Ke,2013,7.5
809477,Jaaneman,1976,0
555476,Jio Pagla,2017,6.5
274686,Asmaan Se Ooncha,1989,3
670643,Param Dharam,1987,10
462352,Deha,2007,7.2
916355,Ustadon Ke Ustad,1998,10
671539,Happy Hardy And Heer,2020,2
168117,Gangoobai,2013,7.5
414109,Toba Tek Singh,2018,7
1218602,Sarzameen,,0
403513,Missing on a Weekend,2016,6
138896,Gambler,1995,7.4
85776,Jo Hum Chahein,2011,2
1186128,Rat in the Kitchen,2023,8
55274,Prem Kaa Game,2010,0
619078,Apradhi,1992,6
386449,Ittefaq,2001,0
482900,Zoo,2018,7
435203,Team: The Force,2009,4.5
164284,Anand Math,1952,6.5
54510,Gunga Jumna,1961,5.5
32974,A One Night Stand,2009,6
446688,Jo Bole So Nihaal,2005,3
922194,I Am Zero,2019,0
682644,A Dot Com Mom,2016,6
521725,Paapi,1953,10
307883,Milap,1955,4
856178,Scorned,2020,0
619086,Dushman,1990,10
339531,Fear,2007,2
172687,Main Tulsi Tere Aangan Ki,1978,7
306156,Half Ticket,1962,7.3
487944,Muavza,2017,2
435175,Ek Se Bure Do,2009,4
377498,Bees Saal Baad,1962,6.3
319956,Joroo Ka Ghulam,1972,7
232715,Sadhu Aur Shaitaan,1968,7.8
538834,The Don,1995,0
364973,Heer Raanjha,1970,6.3
944753,Banaras - The Red Land,2022,0
647580,Jai Hind,1999,10
391418,Alibaba,2002,4.3
1154969,Jaane Do,2023,0
16352,Good Night,2008,0
1026911,Pyaar Ka Sindoor,1986,0
883288,The Green Force,2021,0
842347,Googly Gumm Hai,2021,10
152370,Woh Chokri,1994,7
1155640,Vash,2023,0
691449,Bamfaad,2020,6
648166,Market,2003,0
608064,Pyari Behna,1985,6
1185652,Darranchhoo,2023,0
603052,Faraib,1983,0
969173,Ae Watan Mere Watan,2024,0
619061,Jhalki,2019,7.3
1070027,For Your Sake,1977,4
891865,Main Zinda Hoon,1988,0
507399,Thikana,1987,0
307199,Baharon Ki Manzil,1968,7
304928,Ardhangini,1959,0
304542,Sapnon Ka Saudagar,1968,0
1007946,Saroj Ka Rishta,2022,0
780170,Shubh Raatri,2020,0
356158,Gour Hari Dastaan,2015,8
116854,Kab? Kyoon? Aur Kahan?,1970,4
103429,Victoria No. 203,1972,5.3
916811,Pyar Bhara Dil,1991,0
896737,Before You Die,2022,0
347573,Sutradhar,1987,0
354441,Madmast Barkhaa,2015,2
272171,Bas Yun Hi,2003,0
158452,Inteha,2003,8
138081,Ajj De Ranjhe,2012,6
15646,Jugaad,2009,5.3
1030224,A Place of Our Own,2022,0
823622,Goonj,1989,0
721692,Gustakhi Maaf,1969,0
306039,Krodhi,1981,7
159636,Raakh,1989,7
826178,Bhavai,2021,0
748390,Chor Aur Chand,1993,10
442320,Revati,2005,8
566218,Tarana,1951,0
353807,Tarpan,1995,7
983946,Sita: The Incarnation,,0
950305,Tadbir,1945,0
883156,Parda,1949,0
724942,Parichay,1954,0
333656,Raampur Ka Lakshman,1972,4
1179065,Khilonewala,,0
911597,Dhoop Chhaon,1977,0
884795,Kasak,1992,0
664602,The Shepherdess and the Seven Songs,2020,6
509743,Kabeela,1976,0
499251,Humshakal,1992,0
325893,Insaaniyat,1974,0
306117,Khandaan,1942,0
302731,Dekha Pyar Tumhara,1985,0
590806,Apna Khoon,1978,0
410339,Man from Bombay,1960,5
283313,Dr. Kotnis Ki Amar Kahani,1946,5
761876,Raat Baaki Hai,2021,6
110820,Bandhan,1940,0
881614,Adbhut,,0
357830,Prem Deewane,1992,7.5
936626,Kaalia,1997,7.3
647554,Anokha Andaaz,1995,0
166229,Papa Kahte Hain,1996,0
154314,Gambler,1971,5
72578,Khwahish,2003,6
170458,Kirchiyaan,2013,8
920109,Sindoor Ki Saugandh,2002,0
549249,Saari Raat,2015,8.7
515629,Liberation,1988,10
509746,Jab Andhera Hota Hai,1974,0
427147,Ratan,1944,6
881582,Contract Killer,2020,0
769684,Sazaa,1951,0
239582,My Little Devil,1999,5
819020,Agniputra,2000,10
543521,HahaKaar,2018,7
238876,Last Train To Mahakali,2000,5.3
619096,Rishta Kagaz Ka,1983,5
464445,Maha Badmaash,1977,0
260669,In the Name of God,1992,8.6
528028,Swati,1986,0
33375,My Bollywood Bride,2006,5
1201012,Dhoom Dhaam,,0
499240,Madhosh,1994,5
372626,Dance of the Wind,1997,6.3
591916,Insaf Ki Pukar,1987,0
1197859,Hero No. 1,2024,0
849747,Dahleez,2020,0
331565,Dosti Dhushmani,1986,10
108343,Nikaah,1982,5
500520,Papa the Great,2000,6
179656,Rangrezz,2013,4.9
501153,Raeeszada,1990,2
477398,Meri Ganga Ki Saugandh,2003,0
366814,Qatil,1988,0
172678,Be-Imaan,1972,0
585981,Kuch Pal Pyar Ke,2018,4
543954,Hanste Khelte,1984,8
467589,8 PM: A Murder Mystery,2008,10
669750,Hukumat Ki Aandhi,2017,2.5
607308,Hume Tumse Pyaar Kitna,2019,0
499225,Dada,1999,0
110647,Bachke Rehna Re Baba,2005,1
60039,Aashiqui.in,2011,10
509696,Sau Din Saas Ke,1980,0
108366,Hum Sab Chor Hain,1995,0
103045,Pyar Ki Jeet,1987,5
926679,Josef - Born in Grace,2019,0
311862,Jigarwala,1991,10
309138,Gollu Aur Pappu,2014,4.7
171000,Sir,1993,4.8
310887,Benazir,1964,0
1192990,Kal: Yesterday and Tomorrow,2005,0
1117468,Alibaba,1940,0
1040393,Sanaa,2022,0
306052,Aakhri Khat,1966,5
1081422,Kunwari Dulhan,1991,0
936197,Apradhi,1974,0
442293,New Delhi Times,1986,6
303897,First Love Letter,1991,0
1129570,Rosh,2023,0
522387,Aakhri Badla,1989,10
304066,Afsana,1966,0
26304,Radio,2009,6
1165021,Qeemat,1956,0
1006660,Judgement of Allah,1935,0
911384,Aaja Sanam,1968,0
451389,Gopichand Jasoos,1982,4
638793,Aani Maani,2019,7.5
618965,Suhaag Raat,1968,10
586337,Jeene Ki Raah,1969,0
543721,Naach Uthe Sansaar,1976,0
476908,Shree Ganesh,1962,0
392532,Flat 211,2017,0
284508,Indira B.A.,1929,0
916628,Chakda ‘Xpress,,10
306407,Honour of the House,1994,2
765945,Paanch Qaidi,1981,0
275931,Jaali Note,1960,6
499727,Chudail No. 1,1999,0
1094184,Lohardaga,2023,10
685807,Chor Ke Ghar Chor,1978,0
304557,Sharafat,1970,0
323055,Naatak,1975,0
1196741,Attack: Part 2,,0
1173887,Zalim,1980,0
405445,Shabnam Mausi,2005,10
303376,Ek Nai Paheli,1984,6
212049,Ek Ghar,1991,0
210923,Bhuvan Shome,1969,6.4
1052381,Naam,,0
979317,A Kali Temple Inside Out,2018,0
779991,Ssukh,2005,6
584206,Hum Chaar,2019,7
478620,Babloo Happy Hai,2014,5.5
410299,Durga,1939,0
348900,Sargam,1950,0
304732,Kachchi Sadak,2006,10
242730,Udhar Ka Sindur,1976,8.5
1091345,Abhishek Upmanyu: Jealous of Sabziwala,2023,0
569844,Naam Gum Jaayega,2005,5
496542,Khopdi: The Skull,1999,0
